study,genome_id,contig,location,contig_edge,product,bgc_id,author,class,GCF_c0.3,GCF_c0.4,GCF_c0.5
Bickhart_et_al_2022,bin3c.179,contig_1647,[92420:115274],FALSE,cyclic-lactone-autoinducer,contig_1647.region001,Bickhart,RiPP,10454,10454,10454
Bickhart_et_al_2022,bin3c.179,contig_3695,[236918:258555],FALSE,ranthipeptide,contig_3695.region001,Bickhart,RiPP,10840,10840,10840
Bickhart_et_al_2022,bin3c.180,contig_6467,[0:39491],TRUE,hglE-KS,contig_6467.region001,Bickhart,PKS,11051,11051,11051
Bickhart_et_al_2022,bin3c.180,contig_861,[1536197:1565831],FALSE,betalactone,contig_861.region001,Bickhart,Other,11743,11743,11743
Bickhart_et_al_2022,bin3c.180,contig_861,[1574625:1595195],FALSE,cyclic-lactone-autoinducer,contig_861.region002,Bickhart,RiPP,11162,11162,11162
Bickhart_et_al_2022,bin3c.180,contig_861,[2260558:2270816],FALSE,RiPP-like,contig_861.region003,Bickhart,RiPP,11163,11163,11163
Bickhart_et_al_2022,bin3c.181,contig_26625,[198612:265839],FALSE,NRPS;NRPS-like;transAT-PKS,contig_26625.region001,Bickhart,NRPS-PKS,10651,10651,10651
Bickhart_et_al_2022,bin3c.181,contig_32772,[794046:809819],TRUE,cyclic-lactone-autoinducer,contig_32772.region001,Bickhart,RiPP,10768,10768,10768
Bickhart_et_al_2022,bin3c.181,contig_61931,[297418:318030],FALSE,cyclic-lactone-autoinducer,contig_61931.region001,Bickhart,RiPP,11034,11034,11034
Bickhart_et_al_2022,bin3c.181,contig_61931,[422067:443676],FALSE,ranthipeptide,contig_61931.region002,Bickhart,RiPP,11035,11035,11035
Bickhart_et_al_2022,bin3c.182,contig_12885,[695139:715406],FALSE,RRE-containing,contig_12885.region001,Bickhart,RiPP,10377,10377,10377
Bickhart_et_al_2022,bin3c.182,contig_16144,[224276:245859],FALSE,ranthipeptide,contig_16144.region001,Bickhart,RiPP,10443,10443,10443
Bickhart_et_al_2022,bin3c.182,contig_45646,[32787:74698],FALSE,NRPS-like,contig_45646.region001,Bickhart,NRPS,10963,10963,10963
Bickhart_et_al_2022,bin3c.182,contig_733,[90676:114558],FALSE,betalactone,contig_733.region001,Bickhart,Other,11106,11106,11106
Bickhart_et_al_2022,bin3c.183,contig_24593,[102182:132082],FALSE,betalactone,contig_24593.region001,Bickhart,Other,10598,10598,10598
Bickhart_et_al_2022,bin3c.183,contig_3082,[42765:63032],FALSE,RRE-containing,contig_3082.region001,Bickhart,RiPP,10728,10728,10728
Bickhart_et_al_2022,bin3c.183,contig_3913,[228500:241415],TRUE,RRE-containing,contig_3913.region001,Bickhart,RiPP,10871,10871,10871
Bickhart_et_al_2022,bin3c.18331,contig_3659,[74836:98662],FALSE,betalactone,contig_3659.region001,Bickhart,Other,10837,10653,10653
Bickhart_et_al_2022,bin3c.18331,contig_3659,[1031808:1052072],FALSE,RRE-containing,contig_3659.region002,Bickhart,RiPP,10838,10838,10838
Bickhart_et_al_2022,bin3c.184,contig_25409,[66957:105496],FALSE,other,contig_25409.region001,Bickhart,Other,10624,10624,10624
Bickhart_et_al_2022,bin3c.184,contig_25409,[1769135:1809747],FALSE,other,contig_25409.region002,Bickhart,Other,10624,10624,10624
Bickhart_et_al_2022,bin3c.184,contig_25409,[1856988:1874330],FALSE,terpene,contig_25409.region003,Bickhart,Terpene,10625,10625,10962
Bickhart_et_al_2022,bin3c.184,contig_25409,[2216385:2237363],FALSE,terpene,contig_25409.region004,Bickhart,Terpene,10626,10626,10626
Bickhart_et_al_2022,bin3c.184,contig_25409,[2912752:2953544],FALSE,other,contig_25409.region005,Bickhart,Other,10627,10627,10627
Bickhart_et_al_2022,bin3c.185,contig_2367,[892262:913845],FALSE,ranthipeptide,contig_2367.region001,Bickhart,RiPP,10578,10578,10578
Bickhart_et_al_2022,bin3c.187,contig_24416,[334292:353707],FALSE,RRE-containing,contig_24416.region001,Bickhart,RiPP,10595,10595,10595
Bickhart_et_al_2022,bin3c.187,contig_24416,[442450:462717],FALSE,RRE-containing,contig_24416.region002,Bickhart,RiPP,10596,10596,10596
Bickhart_et_al_2022,bin3c.187,contig_2713,[138637:158790],FALSE,cyclic-lactone-autoinducer,contig_2713.region001,Bickhart,RiPP,10658,10658,10658
Bickhart_et_al_2022,bin3c.187,contig_2713,[497269:518892],FALSE,ranthipeptide,contig_2713.region002,Bickhart,RiPP,10659,10659,10431
Bickhart_et_al_2022,bin3c.187,contig_2713,[651346:671898],FALSE,cyclic-lactone-autoinducer,contig_2713.region003,Bickhart,RiPP,10660,10660,10660
Bickhart_et_al_2022,bin3c.188,contig_22224,[78587:108141],FALSE,betalactone,contig_22224.region001,Bickhart,Other,10977,10977,11743
Bickhart_et_al_2022,bin3c.189,contig_7065,[287425:307164],FALSE,RRE-containing,contig_7065.region001,Bickhart,RiPP,11098,11098,11098
Bickhart_et_al_2022,bin3c.189,contig_7065,[608068:628335],FALSE,RRE-containing,contig_7065.region002,Bickhart,RiPP,11099,11099,11193
Bickhart_et_al_2022,bin3c.189,contig_731,[457567:479148],FALSE,ranthipeptide,contig_731.region001,Bickhart,RiPP,11105,11105,11105
Bickhart_et_al_2022,bin3c.190,contig_8416,[361070:381337],FALSE,RRE-containing,contig_8416.region001,Bickhart,RiPP,10360,10580,10580
Bickhart_et_al_2022,bin3c.190,contig_8416,[509714:536190],TRUE,betalactone,contig_8416.region002,Bickhart,Other,11154,11154,11154
Bickhart_et_al_2022,bin3c.190,scaffold_73872,[51180:72896],FALSE,terpene,scaffold_73872.region001,Bickhart,Terpene,11752,11752,10756
Bickhart_et_al_2022,bin3c.191,contig_6374,[982412:1012263],FALSE,betalactone,contig_6374.region001,Bickhart,Other,11743,11743,11743
Bickhart_et_al_2022,bin3c.193,contig_4512,[197408:217378],FALSE,ranthipeptide,contig_4512.region001,Bickhart,RiPP,10954,10954,10954
Bickhart_et_al_2022,bin3c.193,contig_4512,[479817:501199],FALSE,ranthipeptide,contig_4512.region002,Bickhart,RiPP,10955,10955,10955
Bickhart_et_al_2022,bin3c.194,contig_2011,[259882:281450],FALSE,ranthipeptide,contig_2011.region001,Bickhart,RiPP,10516,10846,10846
Bickhart_et_al_2022,bin3c.194,contig_3338,[688233:699046],FALSE,RiPP-like,contig_3338.region001,Bickhart,RiPP,10782,10782,10782
Bickhart_et_al_2022,bin3c.195,contig_2502,[831283:852891],FALSE,ranthipeptide,contig_2502.region001,Bickhart,RiPP,10616,10616,10616
Bickhart_et_al_2022,bin3c.196,contig_14887,[122664:142931],FALSE,RRE-containing,contig_14887.region001,Bickhart,RiPP,10418,10418,10418
Bickhart_et_al_2022,bin3c.196,contig_9998,[435107:453484],FALSE,RRE-containing,contig_9998.region001,Bickhart,RiPP,11212,11212,11212
Bickhart_et_al_2022,bin3c.196,contig_9998,[869034:890647],FALSE,ranthipeptide,contig_9998.region002,Bickhart,RiPP,11213,11213,11213
Bickhart_et_al_2022,bin3c.196,contig_9998,[995417:1015684],FALSE,RRE-containing,contig_9998.region003,Bickhart,RiPP,11214,11214,11214
Bickhart_et_al_2022,bin3c.197,contig_76177,[38203:53980],FALSE,RRE-containing,contig_76177.region001,Bickhart,RiPP,11128,11128,11128
Bickhart_et_al_2022,bin3c.197,contig_76177,[67643:90249],FALSE,ranthipeptide,contig_76177.region002,Bickhart,RiPP,11129,11129,11129
Bickhart_et_al_2022,bin3c.198,contig_36954,[237004:266390],FALSE,betalactone,contig_36954.region001,Bickhart,Other,11743,11743,11743
Bickhart_et_al_2022,bin3c.199,contig_3275,[945395:966976],FALSE,ranthipeptide,contig_3275.region001,Bickhart,RiPP,10765,10765,10765
Bickhart_et_al_2022,bin3c.199,contig_3275,[1525536:1549386],FALSE,betalactone,contig_3275.region002,Bickhart,Other,10766,10766,10642
Bickhart_et_al_2022,bin3c.199,contig_3275,[2094227:2114491],FALSE,RRE-containing,contig_3275.region003,Bickhart,RiPP,10767,10767,10767
Bickhart_et_al_2022,bin3c.201,contig_2719,[437694:459293],FALSE,ranthipeptide,contig_2719.region001,Bickhart,RiPP,10665,10665,10665
Bickhart_et_al_2022,bin3c.20126,contig_3919,[183474:207300],FALSE,betalactone,contig_3919.region001,Bickhart,Other,10872,10653,10653
Bickhart_et_al_2022,bin3c.20126,contig_3919,[1277839:1298103],FALSE,RRE-containing,contig_3919.region002,Bickhart,RiPP,10873,10873,10873
Bickhart_et_al_2022,bin3c.202,contig_1617,[736290:758033],FALSE,ranthipeptide,contig_1617.region001,Bickhart,RiPP,10447,10447,10447
Bickhart_et_al_2022,bin3c.202,contig_3251,[269597:293508],FALSE,betalactone,contig_3251.region001,Bickhart,Other,10439,11000,11000
Bickhart_et_al_2022,bin3c.20285,contig_3945,[241063:291773],FALSE,arylpolyene,contig_3945.region001,Bickhart,Other,10879,10879,10947
Bickhart_et_al_2022,bin3c.20285,contig_3945,[543997:593087],FALSE,T1PKS,contig_3945.region002,Bickhart,PKS,10880,10880,10880
Bickhart_et_al_2022,bin3c.20285,contig_3945,[872787:903239],FALSE,terpene,contig_3945.region003,Bickhart,Terpene,10881,10881,10881
Bickhart_et_al_2022,bin3c.203,contig_23018,[203259:224845],FALSE,ranthipeptide,contig_23018.region001,Bickhart,RiPP,10564,10564,10564
Bickhart_et_al_2022,bin3c.203,contig_4885,[25831:55333],FALSE,betalactone,contig_4885.region001,Bickhart,Other,10977,10977,10722
Bickhart_et_al_2022,bin3c.204,contig_22798,[14398:36143],FALSE,ranthipeptide,contig_22798.region001,Bickhart,RiPP,10563,10563,10563
Bickhart_et_al_2022,bin3c.205,contig_20235,[312181:332448],FALSE,RRE-containing,contig_20235.region001,Bickhart,RiPP,10517,10517,10517
Bickhart_et_al_2022,bin3c.205,contig_665,[372575:394178],FALSE,ranthipeptide,contig_665.region001,Bickhart,RiPP,11072,11191,11191
Bickhart_et_al_2022,bin3c.205,contig_665,[607071:633654],FALSE,betalactone,contig_665.region002,Bickhart,Other,11197,11197,10489
Bickhart_et_al_2022,bin3c.205,contig_665,[842472:862733],FALSE,RRE-containing,contig_665.region003,Bickhart,RiPP,11074,10640,10640
Bickhart_et_al_2022,bin3c.208,contig_21582,[544:22249],FALSE,ranthipeptide,contig_21582.region001,Bickhart,RiPP,10539,10539,10539
Bickhart_et_al_2022,bin3c.208,contig_2771,[122989:146900],FALSE,betalactone,contig_2771.region001,Bickhart,Other,10672,11000,11000
Bickhart_et_al_2022,bin3c.208,contig_2771,[668126:695439],FALSE,oligosaccharide,contig_2771.region002,Bickhart,Other,10673,10673,10673
Bickhart_et_al_2022,bin3c.209,contig_25841,[16942:38522],FALSE,ranthipeptide,contig_25841.region001,Bickhart,RiPP,10637,10637,10637
Bickhart_et_al_2022,bin3c.209,contig_42794,[344229:374355],FALSE,betalactone,contig_42794.region001,Bickhart,Other,10618,10618,10722
Bickhart_et_al_2022,bin3c.210,contig_37255,[62920:93268],FALSE,ranthipeptide,contig_37255.region001,Bickhart,RiPP,10848,10848,10848
Bickhart_et_al_2022,bin3c.211,contig_5786,[1080424:1104683],FALSE,betalactone,contig_5786.region001,Bickhart,Other,10546,10545,10545
Bickhart_et_al_2022,bin3c.212,contig_6696,[1075522:1099523],FALSE,betalactone,contig_6696.region001,Bickhart,Other,11078,11078,10684
Bickhart_et_al_2022,bin3c.213,contig_1827,[29840:53737],FALSE,betalactone,contig_1827.region001,Bickhart,Other,10481,10481,10805
Bickhart_et_al_2022,bin3c.213,contig_1827,[568812:610738],FALSE,NRPS-like,contig_1827.region002,Bickhart,NRPS,10482,10482,10482
Bickhart_et_al_2022,bin3c.213,contig_8197,[791287:811554],FALSE,RRE-containing,contig_8197.region001,Bickhart,RiPP,11149,11149,11149
Bickhart_et_al_2022,bin3c.214,contig_16254,[118820:144979],FALSE,betalactone,contig_16254.region001,Bickhart,Other,10449,10449,10449
Bickhart_et_al_2022,bin3c.214,contig_16254,[181050:201796],FALSE,cyclic-lactone-autoinducer,contig_16254.region002,Bickhart,RiPP,10450,10450,10450
Bickhart_et_al_2022,bin3c.214,contig_3531,[225556:252907],FALSE,betalactone,contig_3531.region001,Bickhart,Other,10809,10809,10809
Bickhart_et_al_2022,bin3c.214,contig_50412,[49823:71415],FALSE,ranthipeptide,contig_50412.region001,Bickhart,RiPP,10990,10990,10990
Bickhart_et_al_2022,bin3c.215,contig_3307,[189447:215897],FALSE,betalactone,contig_3307.region001,Bickhart,Other,10721,10721,10721
Bickhart_et_al_2022,bin3c.215,contig_3307,[1464810:1486488],FALSE,ranthipeptide,contig_3307.region002,Bickhart,RiPP,10776,10776,10776
Bickhart_et_al_2022,bin3c.216,contig_18697,[88722:117039],TRUE,lanthipeptide-class-ii;thiopeptide,contig_18697.region001,Bickhart,RiPP,11204,11204,11204
Bickhart_et_al_2022,bin3c.216,contig_19739,[465814:495614],TRUE,NRPS,contig_19739.region001,Bickhart,NRPS,10508,10508,10508
Bickhart_et_al_2022,bin3c.216,contig_2924,[361817:383428],FALSE,ranthipeptide,contig_2924.region001,Bickhart,RiPP,10697,10697,10697
Bickhart_et_al_2022,bin3c.216,contig_2924,[765537:786338],FALSE,cyclic-lactone-autoinducer,contig_2924.region002,Bickhart,RiPP,10698,10698,10698
Bickhart_et_al_2022,bin3c.216,contig_2924,[1114483:1145572],FALSE,betalactone,contig_2924.region003,Bickhart,Other,10739,10996,10996
Bickhart_et_al_2022,bin3c.216,contig_52831,[22242:37014],TRUE,betalactone,contig_52831.region001,Bickhart,Other,10739,10996,10996
Bickhart_et_al_2022,bin3c.21821,contig_4156,[719123:766575],FALSE,NRPS,contig_4156.region001,Bickhart,NRPS,10909,10909,10909
Bickhart_et_al_2022,bin3c.21828,contig_4157,[381743:402556],FALSE,cyclic-lactone-autoinducer,contig_4157.region001,Bickhart,RiPP,10910,10910,10910
Bickhart_et_al_2022,bin3c.21828,contig_4157,[777272:824658],FALSE,NRPS,contig_4157.region002,Bickhart,NRPS,10911,10911,10911
Bickhart_et_al_2022,bin3c.21828,contig_4157,[999891:1021163],FALSE,nucleoside,contig_4157.region003,Bickhart,Other,10912,10912,10912
Bickhart_et_al_2022,bin3c.21828,contig_4157,[1758281:1769107],TRUE,RiPP-like,contig_4157.region004,Bickhart,RiPP,10913,10913,10913
Bickhart_et_al_2022,bin3c.219,contig_48188,[264717:293210],TRUE,NRPS-like,contig_48188.region001,Bickhart,NRPS,10975,10975,10975
Bickhart_et_al_2022,bin3c.219,contig_55893,[240866:262511],FALSE,ranthipeptide,contig_55893.region001,Bickhart,RiPP,11005,10846,10846
Bickhart_et_al_2022,bin3c.22,contig_12508,[398732:442560],FALSE,NRPS-like,contig_12508.region001,Bickhart,NRPS,10369,10369,10369
Bickhart_et_al_2022,bin3c.22,contig_53825,[5488:24606],TRUE,terpene,contig_53825.region001,Bickhart,Terpene,10998,10998,10998
Bickhart_et_al_2022,bin3c.22,contig_74769,[38534:59518],FALSE,terpene,contig_74769.region001,Bickhart,Terpene,11120,11120,11120
Bickhart_et_al_2022,bin3c.22,scaffold_50432,[458142:477951],FALSE,terpene,scaffold_50432.region001,Bickhart,Terpene,11746,11746,11746
Bickhart_et_al_2022,bin3c.22,scaffold_50432,[644127:665099],FALSE,terpene,scaffold_50432.region002,Bickhart,Terpene,11747,11747,11747
Bickhart_et_al_2022,bin3c.221,contig_24937,[0:35859],TRUE,NRPS;NRPS-like,contig_24937.region001,Bickhart,NRPS,10970,10970,10970
Bickhart_et_al_2022,bin3c.221,contig_44556,[955582:1007185],FALSE,NRPS,contig_44556.region001,Bickhart,NRPS,10941,10941,10941
Bickhart_et_al_2022,bin3c.221,contig_44557,[292909:354569],FALSE,NRPS,contig_44557.region001,Bickhart,NRPS,10942,10942,10942
Bickhart_et_al_2022,bin3c.221,contig_6578,[0:38409],TRUE,NRPS,contig_6578.region001,Bickhart,NRPS,11066,11066,11066
Bickhart_et_al_2022,bin3c.221,contig_6578,[71821:93682],FALSE,thioamitides,contig_6578.region002,Bickhart,Other,11067,11067,11067
Bickhart_et_al_2022,bin3c.221,contig_76425,[225645:253917],TRUE,NRPS,contig_76425.region001,Bickhart,NRPS,11130,11130,11130
Bickhart_et_al_2022,bin3c.222,contig_31261,[166742:186871],FALSE,lassopeptide,contig_31261.region001,Bickhart,RiPP,10732,10732,10732
Bickhart_et_al_2022,bin3c.222,contig_32227,[152363:172492],FALSE,lassopeptide,contig_32227.region001,Bickhart,RiPP,10750,10750,10750
Bickhart_et_al_2022,bin3c.222,contig_32227,[569575:580394],FALSE,RiPP-like,contig_32227.region002,Bickhart,RiPP,10751,10751,10751
Bickhart_et_al_2022,bin3c.222,contig_32228,[834116:854245],FALSE,lassopeptide,contig_32228.region001,Bickhart,RiPP,10752,10752,10752
Bickhart_et_al_2022,bin3c.222,contig_32228,[1104343:1129586],FALSE,ranthipeptide,contig_32228.region002,Bickhart,RiPP,10753,10753,10753
Bickhart_et_al_2022,bin3c.224,contig_15830,[34205:64114],FALSE,betalactone,contig_15830.region001,Bickhart,Other,10436,10436,10436
Bickhart_et_al_2022,bin3c.224,contig_2875,[88594:112004],FALSE,betalactone,contig_2875.region001,Bickhart,Other,10686,10686,10687
Bickhart_et_al_2022,bin3c.225,contig_13794,[653687:674575],FALSE,terpene,contig_13794.region001,Bickhart,Terpene,10392,10392,10962
Bickhart_et_al_2022,bin3c.225,contig_2717,[199885:239785],FALSE,other,contig_2717.region001,Bickhart,Other,10661,10661,10661
Bickhart_et_al_2022,bin3c.225,contig_2717,[297891:318770],FALSE,terpene,contig_2717.region002,Bickhart,Terpene,10662,10662,10961
Bickhart_et_al_2022,bin3c.225,contig_2717,[897142:946642],FALSE,arylpolyene,contig_2717.region003,Bickhart,Other,10663,10663,10663
Bickhart_et_al_2022,bin3c.225,contig_2717,[1110427:1151255],FALSE,other,contig_2717.region004,Bickhart,Other,10664,10664,10664
Bickhart_et_al_2022,bin3c.228,contig_1397,[79500:101225],FALSE,terpene,contig_1397.region001,Bickhart,Terpene,10410,11752,10756
Bickhart_et_al_2022,bin3c.228,contig_1397,[306047:326317],FALSE,RRE-containing,contig_1397.region002,Bickhart,RiPP,10466,10395,10395
Bickhart_et_al_2022,bin3c.228,contig_1397,[1027110:1047623],FALSE,hserlactone,contig_1397.region003,Bickhart,Other,10396,10396,10396
Bickhart_et_al_2022,bin3c.229,contig_21290,[194498:216088],FALSE,ranthipeptide,contig_21290.region001,Bickhart,RiPP,10537,10537,10537
Bickhart_et_al_2022,bin3c.229,contig_78679,[227119:247380],FALSE,RRE-containing,contig_78679.region001,Bickhart,RiPP,11139,11139,11139
Bickhart_et_al_2022,bin3c.231,contig_12259,[216613:227183],TRUE,cyclic-lactone-autoinducer,contig_12259.region001,Bickhart,RiPP,10361,10361,10361
Bickhart_et_al_2022,bin3c.231,contig_2251,[76501:98106],FALSE,ranthipeptide,contig_2251.region001,Bickhart,RiPP,10557,10557,10557
Bickhart_et_al_2022,bin3c.231,contig_48891,[28:10093],FALSE,RRE-containing,contig_48891.region001,Bickhart,RiPP,10978,10978,10978
Bickhart_et_al_2022,bin3c.231,contig_48891,[82607:102916],FALSE,RRE-containing,contig_48891.region002,Bickhart,RiPP,10979,10979,10979
Bickhart_et_al_2022,bin3c.231,contig_52884,[0:12333],TRUE,RRE-containing,contig_52884.region001,Bickhart,RiPP,10997,10997,10997
Bickhart_et_al_2022,bin3c.231,contig_59688,[101116:131877],FALSE,betalactone,contig_59688.region001,Bickhart,Other,11022,11022,11022
Bickhart_et_al_2022,bin3c.232,contig_1922,[87434:109094],FALSE,ranthipeptide,contig_1922.region001,Bickhart,RiPP,10500,10500,10500
Bickhart_et_al_2022,bin3c.232,contig_2777,[101872:122136],FALSE,RRE-containing,contig_2777.region001,Bickhart,RiPP,10674,10674,10674
Bickhart_et_al_2022,bin3c.233,contig_15892,[68331:95192],FALSE,cyclic-lactone-autoinducer,contig_15892.region001,Bickhart,RiPP,10437,10437,10437
Bickhart_et_al_2022,bin3c.233,contig_2452,[240014:278023],FALSE,ranthipeptide,contig_2452.region001,Bickhart,RiPP,10597,10597,10597
Bickhart_et_al_2022,bin3c.233,contig_381,[1343897:1365489],FALSE,ranthipeptide,contig_381.region001,Bickhart,RiPP,10862,10862,10431
Bickhart_et_al_2022,bin3c.235,contig_26247,[232599:252857],FALSE,RRE-containing,contig_26247.region001,Bickhart,RiPP,10640,10640,10640
Bickhart_et_al_2022,bin3c.235,contig_9568,[122653:144262],FALSE,ranthipeptide,contig_9568.region001,Bickhart,RiPP,11195,11191,11191
Bickhart_et_al_2022,bin3c.235,contig_9594,[0:22816],TRUE,NRPS,contig_9594.region001,Bickhart,NRPS,11192,11192,11192
Bickhart_et_al_2022,bin3c.235,contig_9597,[547816:568083],FALSE,RRE-containing,contig_9597.region001,Bickhart,RiPP,11193,11193,11193
Bickhart_et_al_2022,bin3c.235,contig_9597,[621545:648146],FALSE,betalactone,contig_9597.region002,Bickhart,Other,11197,11197,10722
Bickhart_et_al_2022,bin3c.236,contig_3047,[493466:515072],FALSE,ranthipeptide,contig_3047.region001,Bickhart,RiPP,10724,10724,10724
Bickhart_et_al_2022,bin3c.236,contig_3047,[708812:759129],FALSE,lanthipeptide-class-ii;NRPS,contig_3047.region002,Bickhart,Other,10725,10725,10725
Bickhart_et_al_2022,bin3c.236,contig_73865,[0:15422],TRUE,betalactone,contig_73865.region001,Bickhart,Other,11114,11114,11114
Bickhart_et_al_2022,bin3c.237,contig_197,[184043:205644],FALSE,ranthipeptide,contig_197.region001,Bickhart,RiPP,10507,10507,10507
Bickhart_et_al_2022,bin3c.237,contig_3408,[529308:545719],FALSE,RRE-containing,contig_3408.region001,Bickhart,RiPP,10793,10793,10793
Bickhart_et_al_2022,bin3c.237,contig_3408,[938727:958994],FALSE,RRE-containing,contig_3408.region002,Bickhart,RiPP,10794,10794,10794
Bickhart_et_al_2022,bin3c.238,contig_37876,[162760:183027],FALSE,RRE-containing,contig_37876.region001,Bickhart,RiPP,10859,10859,10859
Bickhart_et_al_2022,bin3c.238,contig_37930,[0:23942],TRUE,NRPS-like,contig_37930.region001,Bickhart,NRPS,10860,10860,10860
Bickhart_et_al_2022,bin3c.238,contig_37950,[18018:42236],FALSE,lanthipeptide-class-i,contig_37950.region001,Bickhart,RiPP,10861,10861,10861
Bickhart_et_al_2022,bin3c.239,contig_13149,[708580:730250],FALSE,ranthipeptide,contig_13149.region001,Bickhart,RiPP,10378,10936,10936
